gigtrust_id,grs,grs_band,engine_amount,engine_rate,sanctioned_amount,approved,defaulted
GT-KLR-2109-0XC0B-U,702,RELIABLE,14500,0.2334,15500.0,1,1
GT-KLD-2212-GKTGN-P,862,STRONG,65000,0.1708,67400.0,1,0
GT-UPD-2201-ZXBS1-S,671,RELIABLE,18000,0.2446,0.0,0,0
GT-TND-2403-EQ0T9-C,609,EMERGING,12500,0.3,13200.0,1,1
GT-RJR-2312-DAMS2-W,600,EMERGING,17500,0.3,16700.0,1,0
GT-DLC-2109-4SJ2J-F,809,STRONG,47000,0.178,59500.0,1,0
GT-RJR-2207-ERZ6Q-U,761,RELIABLE,19000,0.2173,18300.0,1,0
GT-RJD-2207-MK4B4-T,681,RELIABLE,22000,0.2407,16800.0,1,0
GT-MHR-2307-XS6CR-E,720,RELIABLE,20000,0.2278,19700.0,1,1
GT-TNH-2209-BGF9J-P,695,RELIABLE,27000,0.2358,27200.0,1,0
GT-GJD-2207-6FSKY-V,651,RELIABLE,20000,0.253,21700.0,1,1
GT-DLW-2303-M3W4R-F,953,PRIME,120000,0.1432,123000.0,1,0
GT-RJW-2203-SX80X-5,797,RELIABLE,40000,0.2101,33500.0,1,0
GT-GJR-2103-A85EY-2,834,STRONG,66000,0.1743,54100.0,1,0
GT-DLF-2212-2YCDA-1,600,EMERGING,17500,0.3,15600.0,1,0
GT-UPR-2304-3F3RD-E,520,EMERGING,18000,0.3,0.0,0,1
GT-KAD-2302-4Z9V3-H,705,RELIABLE,21500,0.2324,23700.0,1,0
GT-TNR-2308-EWE3D-E,564,EMERGING,6500,0.3,6900.0,1,1
GT-MHD-2401-BH4GJ-X,641,EMERGING,10500,0.2975,0.0,0,1
GT-KAF-2311-HFZR5-R,589,EMERGING,9500,0.3,0.0,0,1
GT-UPW-2308-CJ3ZF-7,520,EMERGING,7500,0.3,0.0,0,1
GT-MHD-2112-ZX7ZD-S,600,EMERGING,13000,0.3,0.0,0,0
GT-GJR-2201-BE8YW-9,852,STRONG,61000,0.1719,69200.0,1,0
GT-KAD-2306-Y6NSD-7,723,RELIABLE,30000,0.2269,36700.0,1,1
GT-RJD-2308-SAMW6-Z,866,STRONG,47000,0.1703,54900.0,1,0
GT-KLF-2210-VV33N-D,800,STRONG,45500,0.1795,48400.0,1,0
GT-TND-2305-ATMW6-A,784,RELIABLE,36500,0.2125,37900.0,1,0
GT-TGW-2108-6ERRV-8,678,RELIABLE,19500,0.2419,0.0,0,0
GT-GJD-2106-2C01H-B,802,STRONG,35000,0.1792,36700.0,1,0
GT-WBW-2209-35VV1-5,600,EMERGING,18000,0.3,0.0,0,0
GT-KAR-2101-WTPFK-B,721,RELIABLE,25000,0.2275,20500.0,1,0
GT-KLR-2401-EXTRY-6,827,STRONG,63000,0.1752,49500.0,1,0
GT-KLW-2111-BFAJQ-H,787,RELIABLE,30500,0.2119,34400.0,1,0
GT-TGR-2204-2KCZX-1,668,RELIABLE,20500,0.2458,23200.0,1,0
GT-WBD-2311-DVEAQ-O,594,EMERGING,12000,0.3,0.0,0,1
GT-MHC-2104-GPQ9Y-K,651,RELIABLE,18000,0.253,16500.0,1,0
GT-UPR-2106-0Y8CK-R,744,RELIABLE,32500,0.2213,36400.0,1,0
GT-WBD-2307-X42ZP-7,821,STRONG,46000,0.1761,57800.0,1,0
GT-DLR-2203-3G5HH-2,669,RELIABLE,20500,0.2454,0.0,0,0
GT-TNR-2110-CCETK-5,600,EMERGING,21000,0.3,20900.0,1,1
GT-KAF-2103-XN9MJ-H,833,STRONG,51500,0.1744,46200.0,1,1
GT-UPW-2107-7FKXY-O,808,STRONG,51500,0.1782,54800.0,1,0
GT-KAR-2302-FEDGV-O,871,STRONG,61000,0.1698,57300.0,1,0
GT-WBD-2108-61SA4-9,861,STRONG,45500,0.1709,48500.0,1,0
GT-RJD-2402-8BJRV-4,615,EMERGING,7500,0.3,6700.0,1,0
GT-KAD-2112-1SBRT-D,680,RELIABLE,39000,0.2411,41400.0,1,0
GT-MHW-2205-3K689-E,728,RELIABLE,23000,0.2256,17600.0,1,0
GT-UPD-2110-6592N-S,600,EMERGING,15500,0.3,14400.0,1,0
GT-RJF-2303-G2C0F-Y,767,RELIABLE,24000,0.2159,0.0,0,0
GT-KAF-2203-HJ57Q-Q,705,RELIABLE,26000,0.2324,33200.0,1,1
GT-DLW-2111-12JXS-K,615,EMERGING,13000,0.3,0.0,0,0
GT-GJD-2307-EMXTH-N,762,RELIABLE,31500,0.217,27500.0,1,1
GT-WBD-2312-8GDKH-N,653,RELIABLE,14000,0.2521,0.0,0,0
GT-WBC-2212-BD0B8-3,600,EMERGING,26500,0.3,28200.0,1,0
GT-DLR-2205-MC5S4-G,875,STRONG,73500,0.1693,73600.0,1,0
GT-WBR-2203-V8CD2-B,692,RELIABLE,19000,0.2368,16200.0,1,0
GT-KAW-2108-WQRM0-W,772,RELIABLE,34500,0.2149,32700.0,1,0
GT-RJC-2207-H7V1A-X,704,RELIABLE,22500,0.2328,17900.0,1,0
GT-WBD-2203-8K2D9-U,695,RELIABLE,24500,0.2358,0.0,0,1
GT-TNC-2110-F2Y7G-E,815,STRONG,50500,0.1771,51000.0,1,0
GT-TND-2207-RSH3K-M,772,RELIABLE,32500,0.2149,35200.0,1,0
GT-TNH-2306-15H2C-4,920,PRIME,98500,0.1454,108600.0,1,0
GT-TGD-2109-YHF6Y-6,718,RELIABLE,21000,0.2284,21900.0,1,0
GT-MHD-2403-ETBGF-8,842,STRONG,55500,0.1732,55200.0,1,0
GT-GJD-2205-97R28-0,801,STRONG,36500,0.1794,32000.0,1,0
GT-MHW-2204-AKG2M-W,772,RELIABLE,31500,0.2149,30900.0,1,0
GT-TNH-2307-4VSWQ-X,708,RELIABLE,26000,0.2314,20800.0,1,1
GT-RJD-2209-JJTJB-X,749,RELIABLE,22500,0.22,20800.0,1,0
GT-WBD-2108-GRG7C-B,756,RELIABLE,31000,0.2184,32100.0,1,1
GT-KLD-2203-4YCHT-M,733,RELIABLE,21000,0.2242,18700.0,1,0
GT-GJD-2302-X1739-X,801,STRONG,51500,0.1794,52000.0,1,0
GT-UPW-2306-3W1W9-X,815,STRONG,56500,0.1771,54200.0,1,0
GT-KAD-2302-V0NR6-2,600,EMERGING,20500,0.3,0.0,0,0
GT-WBH-2101-H5H8Z-K,858,STRONG,44000,0.1712,50500.0,1,0
GT-TNC-2207-RBT5E-Q,837,STRONG,62500,0.1738,60900.0,1,1
GT-KAD-2111-317G7-T,712,RELIABLE,22500,0.2302,20600.0,1,0
GT-KAR-2202-C9XTC-L,775,RELIABLE,23000,0.2142,18800.0,1,0
GT-MHH-2208-PMQVQ-O,642,EMERGING,12000,0.2971,15700.0,1,0
GT-KAC-2304-FNRQT-T,746,RELIABLE,21500,0.2208,25100.0,1,0
GT-TGF-2201-JY208-1,682,RELIABLE,23000,0.2404,26200.0,1,0
GT-KAD-2306-H1H5G-5,913,PRIME,119500,0.1459,118300.0,1,0
GT-RJD-2311-GJBV6-8,766,RELIABLE,32000,0.2161,30700.0,1,0
GT-WBW-2107-YHX9N-E,750,RELIABLE,26500,0.2198,29500.0,1,1
GT-KLR-2106-4X9NX-Z,856,STRONG,53000,0.1714,51800.0,1,0
GT-KAF-2112-NBT9H-P,565,EMERGING,9500,0.3,0.0,0,0
GT-KAW-2102-CXGXB-Q,605,EMERGING,8000,0.3,0.0,0,1
GT-RJR-2310-A0Y0B-0,876,STRONG,54000,0.1693,38400.0,1,0
GT-TND-2207-JCMNX-X,743,RELIABLE,23000,0.2215,24400.0,1,0
GT-UPR-2212-Y8PME-P,745,RELIABLE,24500,0.2211,23200.0,1,1
GT-MHC-2201-SQ3QN-C,600,EMERGING,14000,0.3,0.0,0,1
GT-KAD-2101-NT96J-F,763,RELIABLE,29000,0.2168,25400.0,1,0
GT-TGD-2203-G8Y3D-S,895,STRONG,80000,0.1674,82000.0,1,0
GT-WBH-2110-J30EJ-4,819,STRONG,54000,0.1764,52300.0,1,0
GT-MHF-2402-4NSWK-7,762,RELIABLE,23500,0.217,26800.0,1,0
GT-KAR-2208-F1GF7-4,761,RELIABLE,24000,0.2173,27200.0,1,1
GT-DLW-2104-6K67R-A,736,RELIABLE,26500,0.2233,25400.0,1,1
GT-MHR-2102-62DZ2-8,576,EMERGING,7500,0.3,0.0,0,1
GT-KLH-2110-X46S3-9,780,RELIABLE,28000,0.2133,29300.0,1,0
GT-KLC-2102-34XE5-U,833,STRONG,60000,0.1744,67300.0,1,0
GT-KAD-2312-KA9Z1-7,611,EMERGING,11000,0.3,10600.0,1,0
GT-TGR-2312-KSG6A-N,692,RELIABLE,26000,0.2368,31300.0,1,1
GT-TND-2401-89KB1-0,520,EMERGING,11000,0.3,0.0,0,0
GT-KAF-2107-TSGGC-N,690,RELIABLE,21500,0.2375,19900.0,1,0
GT-GJF-2110-KHEYP-1,735,RELIABLE,25500,0.2236,24300.0,1,0
GT-RJR-2109-7YEE6-4,574,EMERGING,8000,0.3,0.0,0,1
GT-GJH-2108-EZR4H-8,778,RELIABLE,35000,0.2136,31800.0,1,0
GT-KLR-2204-9NY68-H,680,RELIABLE,28000,0.2411,0.0,0,0
GT-GJW-2106-K3EG8-B,757,RELIABLE,25000,0.2182,27800.0,1,0
GT-WBF-2112-ZQRSG-V,549,EMERGING,7000,0.3,0.0,0,0
GT-KLR-2306-VSF2B-1,686,RELIABLE,22000,0.2389,23700.0,1,1
GT-UPD-2306-DBT06-Y,877,STRONG,57500,0.1692,38600.0,1,0
GT-UPF-2403-SY5H5-E,535,EMERGING,5000,0.3,0.0,0,0
GT-UPF-2104-RC6S0-1,768,RELIABLE,27000,0.2157,25700.0,1,0
GT-KAD-2201-6PD7X-G,711,RELIABLE,23000,0.2305,28300.0,1,1
GT-UPW-2206-5S21K-4,815,STRONG,54000,0.1771,58000.0,1,1
GT-UPR-2208-1CY36-T,740,RELIABLE,27000,0.2223,25700.0,1,0
GT-TGD-2307-0NGCY-P,761,RELIABLE,36500,0.2173,35500.0,1,0
GT-WBW-2203-RAG22-F,811,STRONG,61000,0.1777,64100.0,1,0
GT-RJR-2112-9VQZQ-T,873,STRONG,72000,0.1696,87500.0,1,0
GT-MHF-2304-3ZJD4-U,744,RELIABLE,22500,0.2213,22800.0,1,0
GT-WBF-2210-MNWW4-Z,749,RELIABLE,28500,0.22,0.0,0,1
GT-UPD-2312-G7G3Y-1,630,EMERGING,8000,0.3,0.0,0,0
GT-DLR-2208-6K5Q4-4,846,STRONG,62000,0.1727,68900.0,1,0
GT-DLD-2306-2CE26-1,600,EMERGING,11500,0.3,12400.0,1,0
GT-KAD-2305-EMFDK-E,600,EMERGING,14000,0.3,13400.0,1,0
GT-TNF-2109-RJJBW-R,788,RELIABLE,29000,0.2117,28700.0,1,0
GT-TND-2112-83YJ6-W,671,RELIABLE,17000,0.2446,19700.0,1,0
GT-KLH-2207-D8V38-4,600,EMERGING,16000,0.3,20400.0,1,0
GT-KAR-2306-EGRZ3-T,824,STRONG,51500,0.1757,53300.0,1,0
GT-GJD-2105-9HX9N-D,760,RELIABLE,26000,0.2175,22600.0,1,0
GT-KAC-2312-MT9TY-W,626,EMERGING,7000,0.3,0.0,0,0
GT-UPR-2302-J6F54-8,726,RELIABLE,30500,0.2261,30100.0,1,0
GT-TGF-2112-Z6FHB-I,520,EMERGING,18500,0.3,0.0,0,0
GT-TGF-2105-Z70TZ-L,566,EMERGING,10500,0.3,0.0,0,1
GT-KLC-2212-GMN8Z-K,688,RELIABLE,26500,0.2382,25600.0,1,0
GT-UPD-2102-C12CW-6,795,RELIABLE,27500,0.2104,28400.0,1,0
GT-MHD-2310-JKNNC-I,798,RELIABLE,34500,0.2099,34500.0,1,0
GT-DLH-2402-8ZFPZ-P,823,STRONG,58500,0.1758,61300.0,1,0
GT-DLD-2103-H2NWB-Z,876,STRONG,67000,0.1693,61600.0,1,0
GT-GJF-2109-WJC8D-N,812,STRONG,48000,0.1775,45500.0,1,0
GT-RJF-2210-HZWKV-F,795,RELIABLE,33000,0.2104,36100.0,1,0
GT-GJR-2211-E9DHR-N,942,PRIME,132500,0.1438,132200.0,1,0
GT-TGW-2306-N9JSZ-L,680,RELIABLE,22000,0.2411,25100.0,1,0
GT-UPH-2312-4C48Z-X,694,RELIABLE,27500,0.2361,28600.0,1,0
GT-UPD-2212-4GGW2-H,765,RELIABLE,31000,0.2164,24400.0,1,0
GT-KAF-2207-78XDE-F,803,STRONG,49500,0.179,42100.0,1,0
GT-WBF-2110-K6FCB-Q,695,RELIABLE,27000,0.2358,26000.0,1,1
GT-UPD-2310-ECYQD-L,685,RELIABLE,27500,0.2393,26800.0,1,1
GT-GJC-2201-CJ6MA-6,881,STRONG,51000,0.1687,40600.0,1,0
GT-DLR-2104-39TP3-G,715,RELIABLE,17000,0.2293,14200.0,1,0
GT-MHD-2208-NAGG4-H,668,RELIABLE,22500,0.2458,28200.0,1,1
GT-DLC-2204-9M566-V,860,STRONG,54000,0.171,59700.0,1,1
GT-TNH-2112-C2G61-9,600,EMERGING,11500,0.3,11600.0,1,0
GT-KLD-2206-BP885-8,716,RELIABLE,23500,0.229,22400.0,1,1
GT-GJW-2110-HZW8W-K,848,STRONG,83000,0.1725,76200.0,1,0
GT-RJD-2201-7BZ89-5,638,EMERGING,7500,0.299,6100.0,1,0
GT-KAD-2305-RYHG5-Z,816,STRONG,53500,0.1769,57200.0,1,0
GT-UPD-2209-25MDK-W,859,STRONG,63000,0.1711,45800.0,1,0
GT-MHC-2309-PFC1E-A,789,RELIABLE,24000,0.2115,29100.0,1,0
GT-WBD-2210-N6E44-9,708,RELIABLE,22500,0.2314,0.0,0,0
GT-TND-2203-FWP0F-8,692,RELIABLE,18500,0.2368,16200.0,1,1
GT-RJW-2404-4DWMS-A,600,EMERGING,11000,0.3,0.0,0,0
GT-GJR-2309-3RM4B-B,692,RELIABLE,21000,0.2368,0.0,0,1
GT-TGD-2403-83PZX-S,695,RELIABLE,20000,0.2358,0.0,0,1
GT-WBD-2401-PEMY2-P,840,STRONG,52500,0.1735,52800.0,1,0
GT-UPW-2105-TFWSR-C,547,EMERGING,8500,0.3,0.0,0,1
GT-UPF-2301-CSGD1-A,815,STRONG,44500,0.1771,38700.0,1,0
GT-WBW-2112-Q4X3B-5,709,RELIABLE,27000,0.2311,22800.0,1,0
GT-UPD-2108-SKV8V-3,813,STRONG,38500,0.1774,38100.0,1,0
GT-UPR-2401-DT8GR-Q,667,RELIABLE,18000,0.2462,0.0,0,0
GT-KAW-2311-X4ERG-9,862,STRONG,47000,0.1708,50100.0,1,0
GT-TND-2403-W18KH-D,680,RELIABLE,38500,0.2411,34700.0,1,0
GT-KLD-2204-6WAGK-6,854,STRONG,77000,0.1717,75300.0,1,0
GT-TNR-2212-CS45Z-0,620,EMERGING,11000,0.3,0.0,0,1
GT-RJD-2212-GC4HT-W,804,STRONG,50000,0.1788,59100.0,1,1
GT-WBD-2204-JYVZW-8,827,STRONG,41500,0.1752,45600.0,1,0
GT-DLH-2201-JJHYE-F,622,EMERGING,11500,0.3,0.0,0,0
GT-TNR-2403-BYNRP-Q,763,RELIABLE,25000,0.2168,21100.0,1,0
GT-TGF-2403-PGGEX-I,600,EMERGING,15000,0.3,0.0,0,0
GT-MHD-2309-49CBN-T,769,RELIABLE,30000,0.2155,25300.0,1,0
GT-TNF-2307-GGP1A-O,785,RELIABLE,42500,0.2122,51100.0,1,0
GT-GJR-2108-SA4KG-R,785,RELIABLE,33500,0.2122,29000.0,1,0
GT-KLH-2309-5QFKE-3,884,STRONG,64000,0.1684,75300.0,1,0
GT-KLR-2206-J06ZS-4,820,STRONG,54000,0.1763,57500.0,1,1
GT-TNW-2401-60G2N-3,519,EMERGING,6500,0.3,0.0,0,1
GT-UPD-2108-BJ74Z-C,722,RELIABLE,23500,0.2272,26500.0,1,1
GT-TNR-2107-EQEZV-Q,777,RELIABLE,39500,0.2139,51700.0,1,1
GT-RJC-2212-F6MTS-U,571,EMERGING,9000,0.3,0.0,0,0
GT-KLF-2108-SEVPW-6,741,RELIABLE,21000,0.2221,21400.0,1,0
GT-TGF-2403-E1J3P-4,872,STRONG,70500,0.1697,87000.0,1,0
GT-GJC-2109-V45GY-6,647,EMERGING,12000,0.2948,0.0,0,0
GT-RJC-2105-G4QNZ-E,756,RELIABLE,35000,0.2184,39000.0,1,1
GT-MHD-2103-GT0JT-X,700,RELIABLE,23000,0.2341,22500.0,1,0
GT-DLD-2309-ATYDK-S,691,RELIABLE,20500,0.2371,0.0,0,0
GT-GJR-2312-BXBF4-K,874,STRONG,75000,0.1695,85500.0,1,0
GT-MHH-2101-30EFG-H,703,RELIABLE,36500,0.2331,37900.0,1,0
GT-UPR-2404-5MQAK-T,792,RELIABLE,24000,0.211,24800.0,1,0
GT-DLD-2308-XARBA-2,623,EMERGING,8500,0.3,0.0,0,1
GT-TNR-2212-6940P-K,861,STRONG,59500,0.1709,67100.0,1,0
GT-RJD-2304-TF9V7-M,520,EMERGING,15000,0.3,15100.0,1,1
GT-WBD-2212-HF0CG-7,739,RELIABLE,16500,0.2226,14500.0,1,0
GT-UPD-2303-B2W20-I,819,STRONG,49500,0.1764,43600.0,1,0
GT-GJD-2204-8XYSN-E,669,RELIABLE,19000,0.2454,18000.0,1,1
GT-WBW-2306-MA3WT-Y,888,STRONG,60000,0.1681,51200.0,1,0
GT-WBD-2112-NXDDZ-J,780,RELIABLE,36500,0.2133,32600.0,1,0
GT-RJD-2211-BN4SQ-R,734,RELIABLE,28000,0.2239,32600.0,1,1
GT-KLR-2208-Z19YF-R,664,RELIABLE,20500,0.2474,23500.0,1,0
GT-KAD-2211-372FF-H,716,RELIABLE,18500,0.229,20600.0,1,0
GT-WBR-2306-QQ208-K,769,RELIABLE,28000,0.2155,32900.0,1,0
GT-UPD-2403-N5M35-Y,791,RELIABLE,41000,0.2112,34700.0,1,0
GT-GJD-2107-A38E9-Q,776,RELIABLE,38000,0.214,33600.0,1,0
GT-TGF-2211-HEDSQ-9,737,RELIABLE,32500,0.2231,30100.0,1,0
GT-UPD-2307-PXDYN-M,782,RELIABLE,30000,0.2128,22100.0,1,0
GT-TGD-2204-FZ374-7,741,RELIABLE,25000,0.2221,21700.0,1,0
GT-MHD-2302-PSWWD-5,925,PRIME,116000,0.145,116700.0,1,0
GT-DLD-2106-EEZQX-Z,578,EMERGING,10000,0.3,0.0,0,0
GT-KAD-2305-2JNP8-1,902,PRIME,100500,0.1468,99700.0,1,0
GT-UPR-2110-8ZFY5-9,853,STRONG,66500,0.1718,71500.0,1,0
GT-KLD-2104-BW059-F,696,RELIABLE,21500,0.2354,20600.0,1,1
GT-TND-2312-TG54H-Q,905,PRIME,73000,0.1466,71600.0,1,0
GT-UPC-2202-Z5N2D-X,792,RELIABLE,40500,0.211,48300.0,1,0
GT-KLD-2209-YRR1X-B,840,STRONG,62000,0.1735,65300.0,1,0
GT-TND-2208-KRWWX-M,768,RELIABLE,34000,0.2157,35000.0,1,1
GT-RJR-2107-QP6C5-W,783,RELIABLE,26500,0.2127,25500.0,1,1
GT-KAD-2310-2AS52-Z,740,RELIABLE,29500,0.2223,33000.0,1,0
GT-GJW-2210-33HE8-9,808,STRONG,38500,0.1782,51700.0,1,0
GT-MHD-2210-TMA7A-8,855,STRONG,46500,0.1716,51000.0,1,0
GT-UPR-2106-8GPG4-N,520,EMERGING,20500,0.3,0.0,0,0
GT-KAH-2310-0WHJE-Y,707,RELIABLE,24500,0.2318,0.0,0,0
GT-RJD-2401-1NZP1-2,819,STRONG,60000,0.1764,64600.0,1,0
GT-TND-2310-0CK4F-S,851,STRONG,56500,0.172,68000.0,1,0
GT-DLF-2212-65GFV-5,847,STRONG,72500,0.1726,76400.0,1,0
GT-WBH-2204-Y10KR-N,833,STRONG,53500,0.1744,54600.0,1,0
GT-KLR-2109-ABXQ0-L,749,RELIABLE,30500,0.22,30300.0,1,0
GT-MHF-2308-GVBKD-W,680,RELIABLE,16000,0.2411,15200.0,1,0
GT-TND-2309-XG0C8-X,706,RELIABLE,13000,0.2321,11300.0,1,1
GT-GJF-2201-FG7G3-I,626,EMERGING,9500,0.3,0.0,0,1
GT-KAD-2304-64M69-S,600,EMERGING,18000,0.3,0.0,0,0
GT-KLF-2104-PAPAN-T,743,RELIABLE,30000,0.2215,27200.0,1,1
GT-WBD-2311-H1277-4,748,RELIABLE,26500,0.2203,26000.0,1,0
GT-KLR-2107-5YX1N-O,461,BUILDING,0,0.3,0.0,0,1
GT-TGD-2106-YXHGB-Q,670,RELIABLE,28500,0.245,25600.0,1,0
GT-RJF-2107-6YFGP-D,848,STRONG,72000,0.1725,64500.0,1,0
GT-TNW-2208-EQWM5-C,682,RELIABLE,20500,0.2404,0.0,0,0
GT-TGC-2203-WQ43P-E,801,STRONG,32500,0.1794,29900.0,1,0
GT-TNH-2103-A6VX0-Q,585,EMERGING,7500,0.3,0.0,0,0
GT-WBR-2311-TH7MT-N,885,STRONG,85000,0.1684,94800.0,1,0
GT-DLF-2204-J2C6Z-Q,600,EMERGING,13000,0.3,12400.0,1,1
GT-WBD-2202-38FV7-D,778,RELIABLE,36000,0.2136,33000.0,1,0
GT-RJC-2106-59K57-9,911,PRIME,104000,0.1461,100400.0,1,0
GT-MHF-2311-FRWGN-J,853,STRONG,62000,0.1718,61600.0,1,0
GT-UPR-2401-XZS4T-I,733,RELIABLE,25000,0.2242,0.0,0,0
GT-RJR-2307-60H4Q-3,700,RELIABLE,22000,0.2341,23300.0,1,0
GT-KAW-2307-4P0B7-X,744,RELIABLE,37000,0.2213,31100.0,1,0
GT-GJW-2305-G2PR6-Q,791,RELIABLE,27500,0.2112,30300.0,1,1
GT-TGW-2111-H48RT-8,743,RELIABLE,36500,0.2215,0.0,0,0
GT-GJR-2208-E2D1E-W,761,RELIABLE,33500,0.2173,39600.0,1,0
GT-DLR-2102-82FZQ-N,865,STRONG,68500,0.1704,67300.0,1,0
GT-DLH-2309-77B8W-8,743,RELIABLE,31000,0.2215,22300.0,1,0
GT-DLF-2103-5CG26-U,924,PRIME,82000,0.1451,73000.0,1,0
GT-MHR-2101-K36BB-Z,804,STRONG,38000,0.1788,32100.0,1,0
GT-TGF-2308-1R8GG-T,881,STRONG,62000,0.1687,75200.0,1,0
GT-RJF-2305-3Z5Z4-Q,775,RELIABLE,33500,0.2142,31100.0,1,0
GT-UPF-2104-QDEXM-8,802,STRONG,63000,0.1792,48700.0,1,0
GT-MHR-2303-9EWSE-3,709,RELIABLE,25000,0.2311,26500.0,1,1
GT-WBC-2312-3NAEK-W,600,EMERGING,12500,0.3,13100.0,1,0
GT-KAC-2312-3ZFWV-K,827,STRONG,56000,0.1752,52700.0,1,0
GT-KAR-2112-91TGB-L,812,STRONG,40000,0.1775,35500.0,1,0
GT-GJD-2212-EMW1T-W,752,RELIABLE,18500,0.2193,20000.0,1,0
GT-TNR-2108-6CQR6-H,634,EMERGING,8000,0.3,7100.0,1,0
GT-UPF-2302-3E32V-H,600,EMERGING,11000,0.3,13100.0,1,1
GT-MHR-2302-BNNFA-U,596,EMERGING,7000,0.3,7400.0,1,1
GT-MHC-2104-R3S70-E,588,EMERGING,8500,0.3,0.0,0,1
GT-UPD-2107-EMDN7-U,756,RELIABLE,24500,0.2184,20800.0,1,0
GT-DLD-2108-414MP-5,832,STRONG,54500,0.1746,71500.0,1,0
GT-KAC-2110-SGK15-T,747,RELIABLE,26500,0.2205,24700.0,1,0
GT-UPH-2103-6P49C-T,596,EMERGING,8000,0.3,0.0,0,1
GT-UPR-2204-22CB6-6,693,RELIABLE,23500,0.2364,24500.0,1,0
GT-KLD-2106-E6EJD-J,729,RELIABLE,28000,0.2253,26600.0,1,0
GT-WBR-2304-A02N6-Q,931,PRIME,128500,0.1446,137200.0,1,0
GT-TGR-2110-5N8QZ-8,678,RELIABLE,25500,0.2419,0.0,0,0
GT-GJR-2109-WTG8C-V,736,RELIABLE,22500,0.2233,29700.0,1,0
GT-UPD-2305-3TSKZ-W,890,STRONG,67000,0.1679,68200.0,1,0
GT-GJD-2304-TSQNY-A,764,RELIABLE,31000,0.2166,37100.0,1,0
GT-TNF-2311-215Y5-H,831,STRONG,72000,0.1747,76500.0,1,0
GT-RJF-2402-SC902-V,745,RELIABLE,28000,0.2211,32100.0,1,0
GT-UPF-2301-QTNRW-W,856,STRONG,58500,0.1714,68400.0,1,0
GT-RJR-2106-XC8M3-M,600,EMERGING,23000,0.3,20200.0,1,0
GT-WBD-2205-EYCM1-P,653,RELIABLE,24000,0.2521,15000.0,1,1
GT-TGR-2110-2VA8N-8,680,RELIABLE,42500,0.2411,41900.0,1,0
GT-RJH-2108-MTP80-K,677,RELIABLE,15500,0.2422,13700.0,1,0
GT-GJR-2112-13SNE-9,600,EMERGING,16000,0.3,15700.0,1,0
GT-UPF-2306-8R5B8-O,805,STRONG,48500,0.1787,44800.0,1,0
GT-RJR-2211-38TJ0-J,691,RELIABLE,30000,0.2371,32400.0,1,1
GT-DLC-2109-MYYB7-U,763,RELIABLE,34500,0.2168,30700.0,1,0
GT-MHR-2111-4G1K8-O,718,RELIABLE,26000,0.2284,23900.0,1,1
GT-MHR-2107-DAP2K-O,680,RELIABLE,23500,0.2411,22500.0,1,1
GT-WBC-2201-9XDEV-M,703,RELIABLE,21500,0.2331,22900.0,1,0
GT-RJD-2205-WJS4H-G,600,EMERGING,10000,0.3,11000.0,1,0
GT-KLF-2212-84B2X-E,775,RELIABLE,27500,0.2142,28100.0,1,0
GT-KAR-2403-WMKYZ-A,629,EMERGING,9500,0.3,0.0,0,1
GT-KAH-2108-MR3NW-D,798,RELIABLE,34500,0.2099,38500.0,1,0
GT-GJW-2212-SYJJ2-Z,687,RELIABLE,25500,0.2386,27400.0,1,0
GT-DLD-2209-PWCAX-H,600,EMERGING,14000,0.3,0.0,0,1
GT-TGW-2101-MP24C-C,712,RELIABLE,27000,0.2302,26400.0,1,0
GT-KAF-2103-XJ7SC-Y,858,STRONG,58500,0.1712,47100.0,1,0
GT-KAR-2204-FHDPK-X,789,RELIABLE,28000,0.2115,29700.0,1,0
GT-WBD-2207-YBG5Q-Z,722,RELIABLE,18500,0.2272,20400.0,1,0
GT-GJD-2312-4P7Z2-C,804,STRONG,35000,0.1788,42400.0,1,0
GT-RJF-2101-RNG1A-V,601,EMERGING,8500,0.3,0.0,0,0
GT-TGR-2103-6C8TR-T,600,EMERGING,15500,0.3,0.0,0,0
GT-GJC-2203-KBJYV-L,890,STRONG,56000,0.1679,54200.0,1,0
GT-RJD-2104-RR6HJ-B,824,STRONG,56500,0.1757,58300.0,1,1
GT-TGF-2207-X46CZ-U,745,RELIABLE,36000,0.2211,33600.0,1,0
GT-DLD-2402-SV3XK-2,745,RELIABLE,40000,0.2211,38100.0,1,0
GT-RJF-2309-ZE5HZ-5,600,EMERGING,26000,0.3,0.0,0,0
GT-KAD-2307-FCZ8F-V,555,EMERGING,8000,0.3,9600.0,1,1
GT-DLR-2209-3XAAG-E,600,EMERGING,9000,0.3,0.0,0,1
GT-MHD-2308-NAX45-R,757,RELIABLE,31500,0.2182,36600.0,1,0
GT-GJF-2303-Z2XKA-P,600,EMERGING,13000,0.3,11500.0,1,1
GT-DLD-2402-C55DZ-B,866,STRONG,65500,0.1703,57300.0,1,0
GT-TNW-2112-HVSP9-3,686,RELIABLE,29000,0.2389,28500.0,1,0
GT-GJD-2210-8Y83F-2,564,EMERGING,4500,0.3,0.0,0,0
GT-DLR-2304-CS51S-Z,645,EMERGING,12000,0.2957,12500.0,1,0
GT-TNF-2201-CSQHC-5,488,BUILDING,0,0.3,0.0,0,1
GT-TGD-2110-GVVG5-G,736,RELIABLE,23500,0.2233,19000.0,1,1
